,name,birth_year,weight,height,nationality,cyclist_id
3858,Andrea  Brognara,1971.0,,,Italy,andrea-brognara
3859,Ángel José  Rodríguez,1981.0,,,Spain,angel-jose-rodriguez
3860,Eric  Leblacher,1978.0,,,France,eric-leblacher
3861,Luciano  Conati,1950.0,,,Italy,luciano-conati
3862,Max  Hürzeler,1954.0,,,Switzerland,max-hurzeler
3863,Sepp  Kuss,1994.0,61.0,182.0,United States,sepp-kuss
3864,Nikolai  Golovatenko,1963.0,,,Russia,nikolai-golovatenko
3865,Mikel  Elgezábal,1978.0,,,Spain,mikel-elgezabal
3866,Pascal  Guyot,1959.0,,,France,pascal-guyot
3867,Mauro  Ribeiro,1964.0,,,Brazil,mauro-ribeiro
3868,Dainis  Ozols,1966.0,74.0,178.0,Latvia,dainis-ozols
3869,Urs  Freuler,1958.0,,,Switzerland,urs-freuler
3870,Stefano  D'arcangelo,1954.0,,,Italy,stefano-d-arcangelo
3871,Harald  Starzengruber,1981.0,,,Austria,harald-starzengruber
3872,Kristoffer  Ingeby,1979.0,,,Sweden,kristoffer-ingeby
3873,Moises Antonio  Aldape,1981.0,62.0,175.0,Mexico,moises-aldape
3874,Yves  Hézard,1948.0,,,France,yves-hezard
3875,Cyrus  Monk,1996.0,67.0,175.0,Australia,cyrus-monk
3876,Jose Maria  Ahedo,1966.0,,,Spain,jose-maria-ahedo
3877,Wim  Dubois,1946.0,,,Netherlands,wim-dubois
3878,Emanuele  Bombini,1959.0,,,Italy,emanuele-bombini
3879,Yohann  Charpenteau,1979.0,68.0,185.0,France,yohann-charpenteau
3880,Nikolas  Maes,1986.0,78.0,190.0,Belgium,nikolas-maes
3881,Peter De Frenne,1969.0,,,Belgium,peter-de-frenne
3882,Filippo  Perfetto,1976.0,,,Italy,filippo-perfetto
3883,Dean  Harvey,2003.0,,,Ireland,dean-harvey
3884,Francisco  Benitez,1970.0,,,Spain,francisco-benitez
3885,Luis Felipe  Moreno,1966.0,,,Colombia,luis-felipe-moreno
3886,Eugenio  Sánchez,1999.0,64.0,179.0,Spain,eugenio-sanchez
3887,James  Shaw,1996.0,63.0,179.0,Great Britain,james-shaw
3888,Daniel  Hoelgaard,1993.0,77.0,183.0,Norway,daniel-hoelgaard
3889,Bert  Grabsch,1975.0,78.0,179.0,Germany,bert-grabsch
3890,Christophe  Laurent,1977.0,72.0,185.0,France,christophe-laurent
3891,Jose Angel  Urien,1961.0,,,Spain,jose-angel-urien
3892,Julien  Bernard,1992.0,60.0,176.0,France,julien-bernard
3893,Leangel Rubén  Linarez,1997.0,74.0,175.0,Venezuela,leangel-linarez
3894,Massimiliano  Napolitano,1973.0,,,Italy,massimiliano-napolitano
3895,Jurgen  Landrie,1975.0,,,Belgium,jurgen-landrie
3896,Arnaud  Démare,1991.0,76.0,181.0,France,arnaud-demare
3897,Georges  Vandenberghe,1941.0,,,Belgium,georges-vandenberghe
3898,Murilo Antonio  Fischer,1979.0,65.0,170.0,Brazil,murilo-antonio-fischer
3899,Angel Yesid  Camargo,1967.0,,,Colombia,angel-yesid-camargo
3900,Klaus  Mutschler,1977.0,,,Germany,klaus-mutschler
3901,David  Vazquez,1975.0,,,Spain,david-vazquez
3902,Blaž  Jarc,1988.0,87.0,196.0,Slovenia,blaz-jarc
3903,Oscar  Mason,1975.0,,,Italy,oscar-mason
3904,Tom  Criel,1983.0,,,Belgium,tom-criel
3905,Andrei  Tcherviakov,1974.0,,,Russia,andrei-tcherviakov
3906,Zbigniew  Piątek,1966.0,71.0,185.0,Poland,zbigniew-piatek
3907,Theo van der Leeuw,1949.0,,,Netherlands,theo-van-der-leeuw
3908,Miculà  Dematteis,1983.0,,,Italy,micula-dematteis
3909,Pedro  Arreitunandia,1974.0,,,Spain,pedro-arreitunandia
3910,Dominic  Klemme,1986.0,72.0,178.0,Germany,dominic-klemme
3911,Sergio  Carcano,1966.0,,,Italy,sergio-carcano
3912,Francisco Javier  Mauleon,1965.0,,,Spain,francisco-javier-mauleon
3913,Simone  Bertoletti,1974.0,75.0,186.0,Italy,simone-bertoletti
3914,José Antonio  Garrido,1975.0,68.0,176.0,Spain,jose-antonio-garrido-lima
3915,Daniel  Turek,1993.0,72.0,183.0,Czech Republic,daniel-turek
3916,Rudi  Dexters,1959.0,,,Belgium,rudi-dexters
3917,Ruben  Gorospe,1964.0,,,Spain,ruben-gorospe
3918,Victor  Langellotti,1995.0,64.0,177.0,Monaco,victor-langellotti
3919,Robert  Gesink,1986.0,70.0,190.0,Netherlands,robert-gesink
3920,Joan  Bou,1997.0,,182.0,Spain,joan-bou
3921,Rudy  Patry,1961.0,,,Belgium,rudy-patry
3922,Aitor  Osa,1973.0,64.0,176.0,Spain,aitor-osa
3923,Kurt van Landeghem,1972.0,,,Belgium,kurt-van-landeghem
3924,Willy  Lienhard,1954.0,,,Switzerland,willy-lienhard
3925,Francesco  Lasca,1988.0,65.0,180.0,Italy,francesco-lasca
3926,Mark  Cavendish,1985.0,70.0,175.0,Great Britain,mark-cavendish
3927,Raimund  Lehnert,1965.0,,,Germany,raimund-lehnert
3928,Jesús  Rosendo,1982.0,66.0,184.0,Spain,jesus-rosendo
3929,Daniel Bogomilov  Petrov,1982.0,66.0,176.0,Bulgaria,daniel-petrov
3930,Omar El Gouzi,1999.0,58.0,181.0,Morocco,omar-el-gouzi
3931,Yohann  Gène,1981.0,67.0,175.0,France,yohann-gene
3932,Arximiro  Blanco,1966.0,,,Spain,arximiro-blanco
3933,Hendrik  Redant,1962.0,,,Belgium,hendrik-redant
3934,Gerrie  Knetemann,1951.0,,,Netherlands,gerrie-knetemann
3935,Lander  Aperribay,1982.0,67.0,170.0,Spain,lander-aperribay
3936,Sebastián  Mora,1988.0,70.0,181.0,Spain,sebastian-mora-vedri
3937,Bobby  Julich,1971.0,68.0,182.0,United States,bobby-julich
3938,Dylan  Casey,1971.0,,,United States,dylan-casey
3939,Romain  Seigle,1994.0,63.0,169.0,France,romain-seigle
3940,Daniel  Jaramillo,1991.0,63.0,175.0,Colombia,daniel-alexander-jaramillo-diez
3941,Nikita  Eskov,1983.0,73.0,184.0,Russia,nikita-eskov
3942,Christian  Sidler,1973.0,,,Switzerland,christian-sidler
3943,Jesús  Rodriguez Carballido,1962.0,,,Spain,jesus-rodriguez-carballido
3944,Lénaïc  Olivier,1977.0,,,France,lenaic-olivier
3945,Pierre  Cazaux,1984.0,59.0,171.0,France,pierre-cazaux
3946,Daniele  Colli,1982.0,73.0,179.0,Italy,daniele-colli
3947,Ludo  Peeters,1953.0,,,Belgium,ludo-peeters
3948,Florian  Sénéchal,1993.0,77.0,179.0,France,florian-senechal
3949,Julien  Simon,1985.0,65.0,176.0,France,julien-simon
3950,Arturo  Grávalos,1998.0,72.0,185.0,Spain,arturo-gravalos-lopez
3951,Michael  Gogl,1993.0,71.0,186.0,Austria,michael-gogl
3952,Paul  Popp,1963.0,,,Austria,paul-popp
3953,Hervé  Meyvisch,1969.0,,,Belgium,herve-meyvisch
3954,Andreas  Schillinger,1983.0,72.0,188.0,Germany,andreas-schillinger
3955,Benjamín  Noval,1979.0,71.0,178.0,Spain,benjamin-gonzalez-noval
3956,Mathias  Norsgaard,1997.0,81.0,202.0,Denmark,mathias-norsgaard
3957,Bart De Clercq,1986.0,67.0,183.0,Belgium,bart-de-clercq
3958,Pavel  Sivakov,1997.0,70.0,188.0,France,pavel-sivakov
3959,Laurent  Lefèvre,1976.0,67.0,180.0,France,laurent-lefevre
3960,Romain  Feillu,1984.0,62.0,174.0,France,romain-feillu
3961,Alexander  Rybakov,1988.0,65.0,181.0,Russia,alexander-rybakov
3962,Manuel  Quinziato,1979.0,74.0,185.0,Italy,manuel-quinziato
3963,Francesco  Cesarini,1962.0,,,Italy,francesco-cesarini
3964,Nícolas  Sessler,1994.0,58.0,169.0,Brazil,nicolas-sessler
3965,Tobias  Ludvigsson,1991.0,76.0,194.0,Sweden,tobias-ludvigsson
3966,Jean-Claude  Leclercq,1962.0,,,France,jean-claude-leclercq
3967,Lukas  Jaun,1991.0,66.0,180.0,Switzerland,lukas-jaun
3968,Tiago  Nunes,2004.0,,,Portugal,tiago-nunes
3969,Adrien  Niyonshuti,1987.0,63.0,175.0,Rwanda,adrien-niyonshuti
3970,Jeronimo  Ibañez,1957.0,,,Spain,jeronimo-ibanez
3971,Marcin  Mrożek,1990.0,66.0,176.0,Poland,marcin-mrosek
3972,Boris  Dron,1988.0,72.0,183.0,Belgium,boris-dron
3973,Jürg  Bruggmann,1960.0,,,Switzerland,jurg-bruggmann
3974,Bartłomiej  Matysiak,1984.0,71.0,184.0,Poland,bartlomiej-matysiak
3975,Ian  Garrison,1998.0,76.0,193.0,United States,ian-garrison
3976,Benjamin  Perry,1994.0,71.0,181.0,Canada,benjamin-perry
3977,Frits  Pirard,1954.0,,,Netherlands,frits-pirard
3978,Marco  Groppo,1960.0,,,Italy,marco-groppo
3979,Chris  Wreghitt,1958.0,,,Great Britain,chris-wreghitt
3980,Herman  Vrijders,1946.0,,,Belgium,herman-vrijders
3981,Ivan  Cerioli,1971.0,,,Italy,ivan-cerioli
3982,Thibault  Guernalec,1997.0,71.0,185.0,France,thibault-guernalec
3983,Olivier  Kaisen,1983.0,82.0,195.0,Belgium,olivier-kaisen
3984,Martin Gerardo  Garrido,1974.0,70.0,178.0,Argentina,martin-garrido-mayorga
3985,John  Lieswyn,1968.0,,,United States,john-lieswyn
3986,Vladimir  Tuychiev,1983.0,,,Uzbekistan,vladimir-tuychiev
3987,Pierre Le Bigaut,1959.0,,,France,pierre-le-bigaut
3988,Benny De Schrooder,1980.0,61.0,173.0,Belgium,benny-de-schrooder
3989,Erik  Zabel,1970.0,69.0,178.0,Germany,erik-zabel
3990,Lance  Armstrong,1971.0,72.0,178.0,United States,lance-armstrong
3991,Stefano  Giraldi,1968.0,,,Italy,stefano-giraldi
3992,Gianfranco  Foresti,1950.0,,,Italy,gianfranco-foresti
3993,Frank  Francken,1964.0,,,Belgium,frank-francken
3994,Wladimiro  Panizza,1945.0,,157.0,Italy,wladimiro-panizza
3995,Pius  Schwarzentruber,1965.0,,,Switzerland,pius-schwarzentruber
3996,Enekoitz  Azparren,2002.0,,180.0,Spain,enekoitz-azparren-irurzun
3997,Marc  Steels,1953.0,,,Belgium,marc-steels
3998,Rubén  Oarbeaskoa,1975.0,,,Spain,ruben-oarbeaskoa-ispizua
3999,Herculano  Ferreira de Oliveira,1946.0,,,Portugal,herculano-ferreira-de-oliveira
4000,Welay Hagos  Berhe,2001.0,58.0,170.0,Ethiopia,welay-hagos-berhe
4001,Heinrich  Haussler,1984.0,74.0,181.0,Australia,heinrich-haussler
4002,Salvatore  Criscione,1966.0,,,Italy,salvatore-criscione
4003,Richard  Bukacki,1946.0,,,Netherlands,richard-bukacki
4004,Gianni  Pigatto,1964.0,,,Italy,gianni-pigatto
4005,Jakob Storm  Piil,1973.0,65.0,182.0,Denmark,jakob-piil
4006,Stefano  Bianchini,1966.0,,,Italy,stefano-bianchini
4007,Iván  Romeo,2003.0,75.0,193.0,Spain,ivan-romeo
4008,Ján  Svorada,1968.0,80.0,183.0,Czech Republic,jan-svorada-1
4009,Michele  Colleoni,1974.0,,,Italy,michele-colleoni
4010,Harrison  Wood,2000.0,64.0,185.0,Great Britain,harrison-wood
4011,Pascal  Campion,1962.0,,,France,pascal-campion
4012,José Antonio  Bernal,1952.0,,,Spain,jose-antonio-bernal
4013,Tom  Scully,1990.0,85.0,188.0,New Zealand,thomas-scully
4014,Pieter  Serry,1988.0,66.0,186.0,Belgium,pieter-serry
4015,Werner  Riebenbauer,1974.0,,,Austria,werner-riebenbauer
4016,Ramon  Rota,1967.0,,,Spain,ramon-rota
4017,Glenn  Magnusson,1969.0,70.0,179.0,Sweden,glenn-magnusson
4018,Manuel  Sanroma,1977.0,,,Spain,manuel-sanroma
4019,Stéphane  Poulhiès,1985.0,75.0,185.0,France,stephane-poulhies
4020,Julio  Lopez,1978.0,,,Spain,julio-lopez
4021,Hubert  Seiz,1960.0,,,Switzerland,hubert-seiz
4022,Nelson  Oliveira,1989.0,67.0,180.0,Portugal,nelson-oliveira
4023,Alessandro  Fedeli,1996.0,65.0,176.0,Italy,alessandro-fedeli
4024,Werner  Stutz,1962.0,,,Switzerland,werner-stutz
4025,Danny  Neskens,1964.0,,,Belgium,danny-neskens
4026,Herman  Flabat,1945.0,,,Belgium,herman-flabat
4027,Søren Kragh Andersen,1994.0,73.0,178.0,Denmark,soren-kragh-andersen
4028,Hervé  Vermeeren,1947.0,,,Belgium,herve-vermeeren
4029,Franky  Pattyn,1963.0,,,Belgium,franky-pattyn
4030,Pieter  Weening,1981.0,68.0,186.0,Netherlands,pieter-weening
4031,Jan  Kuyckx,1979.0,68.0,177.0,Belgium,jan-kuyckx
4032,Lukas  Nerurkar,2003.0,,177.0,Great Britain,lukas-nerurkar
4033,Fernando  Orjuela,1991.0,60.0,168.0,Colombia,fernando-orjuela
4034,Corey  Sweet,1976.0,,,Australia,corey-sweet
4035,Markel  Irizar,1980.0,73.0,182.0,Spain,markel-irizar
4036,Franck  Renier,1974.0,69.0,183.0,France,franck-renier
4037,Peter  Zijerveld,1955.0,,,Netherlands,peter-zijerveld
4038,Cristiano  Fumagalli,1984.0,,,Italy,cristiano-fumagalli
4039,Ryan  Gibbons,1994.0,70.0,182.0,South Africa,ryan-gibbons
4040,Liam  Bertazzo,1992.0,75.0,180.0,Italy,liam-bertazzo
4041,Lorenzo  Fortunato,1996.0,57.0,170.0,Italy,lorenzo-fortunato
4042,Bruno Miguel  Castanheira,1977.0,70.0,181.0,Portugal,bruno-miguel-castanheira-gomes
4043,Miguel  Arroyo,1966.0,59.0,161.0,Mexico,miguel-arroyo
4044,Fernando  Barceló,1996.0,64.0,174.0,Spain,fernando-barcelo
4045,Germán  Nieto,1972.0,68.0,175.0,Spain,german-nieto
4046,Raul  García de Mateos,1982.0,,,Spain,raul-garcia
4047,Luc  Leman,1953.0,,,Belgium,luc-leman
4048,Fabrizio  Verza,1959.0,,,Italy,fabrizio-verza
4049,Jeroen  Blijlevens,1971.0,70.0,172.0,Netherlands,jeroen-blijlevens
4050,Celestino  Prieto,1961.0,,,Spain,celestino-prieto
4051,Arsenio  Gonzalez,1960.0,,,Spain,arsenio-gonzalez
4052,André  Corbeau,1950.0,,,France,andre-corbeau
4053,Jonas  Tegström,1965.0,,,Sweden,jonas-tegstrom
4054,Willy De Geest,1947.0,,,Belgium,willy-de-geest
4055,Gianni  Meersman,1985.0,63.0,177.0,Belgium,gianni-meersman
4056,Martin  Rittsel,1971.0,70.0,178.0,Sweden,martin-rittsel
4057,Truls Engen  Korsæth,1993.0,84.0,186.0,Norway,truls-korsaeth
4058,Denis  Lunghi,1976.0,61.0,168.0,Italy,denis-lunghi
4059,Régis  Clère,1956.0,,,France,regis-clere
4060,Juan José  Lobato,1988.0,64.0,173.0,Spain,juan-jose-lobato
4061,Philipp  Buschor,1971.0,,,Switzerland,philipp-buschor
4062,Morris  Possoni,1984.0,56.0,173.0,Italy,morris-possoni
4063,Ernst  Streng,1942.0,,,Germany,ernst-streng
4064,Gilles  Talmant,1970.0,,,France,gilles-talmant
4065,Gianni  Moscon,1994.0,71.0,180.0,Italy,gianni-moscon
4066,Manuel Imanol  Murga,1958.0,,,Spain,manuel-imanol-murga
4067,Andrew  Vollmer,2000.0,65.0,183.0,United States,andrew-vollmer
4068,David  Plaza,1970.0,68.0,179.0,Spain,david-plaza-romero
4069,Urko  Berrade,1997.0,72.0,184.0,Spain,urko-berrade-fernandez
4070,Manuel  Lloret,1981.0,,,Spain,manuel-lloret-zaragoza
4071,Emilien  Jeannière,1998.0,,176.0,France,emilien-jeanniere
4072,Francesco  Chicchi,1980.0,76.0,176.0,Italy,francesco-chicchi
4073,Marco  Minnaard,1989.0,65.0,178.0,Netherlands,marco-minnaard
4074,Heriberto  Uran,1954.0,,,Colombia,heriberto-uran
4075,Jan  Baeyens,1957.0,,,Belgium,jan-baeyens
4076,Guillaume  Martin,1993.0,55.0,173.0,France,guillaume-martin
4077,Kohei  Uchima,1988.0,63.0,170.0,Japan,kohei-uchima
4078,Peter  Kennaugh,1989.0,66.0,173.0,Great Britain,peter-kennaugh
4079,Unai  Etxebarria,1972.0,68.0,181.0,Venezuela,unai-etxebarria-arana
4080,Markus  Eibegger,1984.0,68.0,183.0,Austria,markus-eibegger
4081,Francesco de Bonis,1982.0,66.0,179.0,Italy,francesco-de-bonis
4082,Federico De Beni,1973.0,,,Italy,federico-de-beni
4083,Stefano  Tomasini,1963.0,,,Italy,stefano-tomasini
4084,Wilson Estiben  Peña,1998.0,,,Colombia,wilson-estiben-pena-molano
4085,Flavio  Zappi,1960.0,,,Italy,flavio-zappi
4086,Rossano  Brasi,1972.0,67.0,171.0,Italy,rossano-brasi
4087,Pedro  Rosselle,1971.0,,,Belgium,pedro-rosselle
4088,Dmitri  Gaynitdinov,1978.0,,,Russia,dmitri-gaynitdinov
4089,Vojtěch  Řepa,2000.0,71.0,184.0,Czech Republic,vojtech-repa
4090,Gilles  Canouet,1976.0,,,France,gilles-canouet
4091,Davide  Villella,1991.0,66.0,182.0,Italy,davide-villella
4092,Juan María  Uribezubia,1940.0,,,Spain,juan-uribezubia
4093,Nélson  Rodríguez,1965.0,,,Colombia,nelson-rodriguez-serna
4094,Marco  Gili,1973.0,,,Italy,marco-gilli
4095,Camilo Andres  Suarez,1988.0,67.0,178.0,Colombia,camilo-andres-suarez
4096,Werner  Stauff,1960.0,,,Germany,werner-stauff
4097,Niklas  Märkl,1999.0,70.0,185.0,Germany,niklas-markl
4098,Manuel  Belletti,1985.0,72.0,175.0,Italy,manuel-belletti
4099,Jans  Koerts,1969.0,78.0,185.0,Netherlands,jans-koerts
4100,Pavel  Bittner,2002.0,73.0,184.0,Czech Republic,pavel-bittner
4101,Artem  Ovechkin,1986.0,61.0,173.0,Russia,artem-ovechkin
4102,Josu  Agirre,1981.0,68.0,186.0,Spain,josu-agirre
4103,Pascal  Andorra,1960.0,,,France,pascal-andorra
4104,Clyde  Sefton,1951.0,68.0,174.0,Australia,clyde-sefton
4105,Ludwig De Winter,1992.0,83.0,187.0,Belgium,ludwig-de-winter
4106,Juan  Olmo,1978.0,,,Spain,juan-olmo-menacho
4107,Luke  Durbridge,1991.0,78.0,187.0,Australia,luke-durbridge
4108,Wouter  Wippert,1990.0,75.0,170.0,Netherlands,wouter-wippert
4109,Kyoshi  Miura,1961.0,67.0,167.0,Japan,kyoshi-miura
4110,Eros  Poli,1963.0,87.0,194.0,Italy,eros-poli
4111,Nicolas  Aubier,1971.0,,,France,nicolas-aubier
4112,Andoni  Aranaga,1979.0,60.0,174.0,Spain,andoni-aranaga
4113,Hanskurt  Brand,1966.0,,,Switzerland,hanskurt-brand
4114,José Antonio  Pontón,1942.0,,,Spain,jose-antonio-ponton
4115,Odd Christian  Eiking,1994.0,75.0,181.0,Norway,odd-christian-eiking
4116,Jesús  Montoya,1963.0,,,Spain,jesus-montoya
4117,Salvador  Galvez,1956.0,,,Spain,salvador-galvez
4118,Floris  Goesinnen,1983.0,75.0,182.0,Netherlands,floris-goesinnen
4119,Tullio  Cortinovis,1962.0,,,Italy,tullio-cortinovis
4120,Guilherme  Mota,2000.0,62.0,180.0,Portugal,guilherme-mota
4121,Michel  Demeyre,1957.0,,,France,michel-demeyre
4122,Daniele  Nardello,1972.0,74.0,181.0,Italy,daniele-nardello
4123,Jesús  Hernández Blázquez,1981.0,58.0,169.0,Spain,jesus-hernandez-3
4124,Carlos  Canal,2001.0,70.0,179.0,Spain,carlos-canal
4125,Jamie Peter  Drew,1973.0,,,Australia,jamie-peter-drew
4126,Yannick  Talabardon,1981.0,67.0,190.0,France,yannick-talabardon
4127,Stephane  Hennebert,1969.0,,,Belgium,stephane-hennebert
4128,Dmitriy  Fofonov,1976.0,65.0,175.0,Kazakhstan,dmitriy-fofonov
4129,Ghislain Van Landeghem,1948.0,,,Belgium,ghislain-van-landeghem
4130,Petr  Ignatenko,1987.0,63.0,180.0,Russia,petr-ignatenko
4131,Vittorio  Adorni,1937.0,,,Italy,vittorio-adorni
4132,Daniel  Müller,1956.0,,,Switzerland,daniel-muller
4133,Jack  Bauer,1985.0,74.0,191.0,New Zealand,jack-bauer
4134,Francis  Mourey,1980.0,62.0,171.0,France,francis-mourey
4135,Mathias  Frank,1986.0,64.0,176.0,Switzerland,mathias-frank
4136,Marc  Soler,1993.0,68.0,186.0,Spain,marc-soler
4137,Brett  Lancaster,1979.0,78.0,188.0,Australia,brett-lancaster
4138,Israel  Núñez,1979.0,,,Spain,israel-nunez-1
4139,John van den Akker,1966.0,,,Netherlands,john-van-den-akker
4140,Daniel  Teklehaimanot,1988.0,70.0,188.0,Eritrea,daniel-teklehaimanot
4141,Gerben  Karstens,1942.0,74.0,178.0,Netherlands,gerben-karstens
4142,Oscar  Pumar,,,,Venezuela,oscar-pumar
4143,Mirko  Allegrini,1981.0,,,Italy,mirko-allegrini
4144,Juan Diego  Alba,1997.0,59.0,173.0,Colombia,juan-diego-alba
4145,Cadel  Evans,1977.0,64.0,174.0,Australia,cadel-evans
4146,Elia  Viviani,1989.0,67.0,178.0,Italy,elia-viviani
4147,Ronan  Onghena,1957.0,,,Belgium,ronan-onghena
4148,Arturo  Mora,1987.0,65.0,177.0,Spain,arturo-mora
4149,Ruslan  Tleubayev,1987.0,70.0,178.0,Kazakhstan,ruslan-tleubayev
4150,Francisco  Navarro,1962.0,77.0,187.0,Spain,francisco-navarro
4151,Andrea  Piccolo,2001.0,64.0,181.0,Italy,andrea-piccolo
4152,Brian  Petersen,1963.0,,,Denmark,brian-petersen
4153,Sergio  Rodríguez,1992.0,70.0,180.0,Spain,sergio-rodriguez
4154,Aurélien  Paret-Peintre,1996.0,64.0,184.0,France,aurelien-paret-peintre
4155,Torjus  Larsen,1964.0,,,Norway,torjus-larsen
4156,Felice  Puttini,1967.0,,,Switzerland,felice-puttini
4157,Lucien  Zelck,1952.0,,,Belgium,lucien-zelck
4158,Kevin  Inkelaar,1997.0,64.0,181.0,Netherlands,kevin-inkelaar
4159,Philipp  Walsleben,1987.0,66.0,176.0,Germany,philipp-walsleben
4160,Preben Van Hecke,1982.0,69.0,179.0,Belgium,preben-van-hecke
4161,Philippe  Poissonnier,1951.0,,,France,philippe-poissonnier
4162,Yonder  Godoy,1993.0,64.0,167.0,Venezuela,yonder-godoy
4163,Cyrille  Guimard,1947.0,,,France,cyril-guimard
4164,Philippe  Durel,1954.0,,,France,philippe-durel2
4165,Gustavo Mario  Toledo,1975.0,,,Argentina,gustavo-toledo
4166,Gianni  Zola,1959.0,,,Italy,gianni-zola
4167,Gianvito  Martinelli,1969.0,,,Italy,gianvito-martinelli
4168,Leonardo  Tortomasi,1994.0,,,Italy,leonardo-tortomasi
4169,Raphaël  Constant,1948.0,,,Belgium,raphael-constant
4170,Tobias Halland  Johannessen,1999.0,62.0,176.0,Norway,tobias-halland-johannessen
4171,Uroš  Murn,1975.0,70.0,183.0,Slovenia,uros-murn
4172,Russell Van Hout,1976.0,,,Australia,russell-van-hout
4173,Gilles  Devillers,1985.0,62.0,182.0,Belgium,gilles-devillers
4174,Sergei  Chernetski,1990.0,63.0,176.0,Russia,sergei-chernetski
4175,Hrvoje  Miholjević,1979.0,,,Croatia,hrvoje-miholjevic
4176,Benedito  Ferreira,1956.0,,,Portugal,benedito-ferreira
4177,Danilo  Napolitano,1981.0,81.0,174.0,Italy,danilo-napolitano
4178,Giancarlo  Bellini,1945.0,,,Italy,giancarlo-bellini
4179,Fernando Alberto Oliveira  Carvalho,1962.0,,,Portugal,fernando-carvalho
4180,Guillermo  Garcia,1999.0,65.0,175.0,Spain,guillermo-garcia-janeiro
4181,Ilia  Koshevoy,1991.0,62.5,181.0,Belarus,ilia-koshevoy
4182,Igor  Abakoumov,1981.0,68.0,180.0,Belgium,igor-abakoumov
4183,Michele  Mara,1966.0,,,Italy,michele-mara
4184,Joseba  Berrojalbiz,1966.0,,,Spain,joseba-berrojalbiz
4185,Mickaël  Buffaz,1979.0,64.0,175.0,France,mickael-buffaz
4186,Tim  Johnson,1977.0,,,United States,tim-johnson
4187,Juan Miguel  Cuenca,1977.0,,,Spain,juan-miguel-cuenca
4188,Angelo  Bassini,1946.0,,,Italy,angelo-bassini
4189,Anthon  Charmig,1998.0,66.0,182.0,Denmark,anthon-charmig
4190,José Fernando  Pacheco,1962.0,,,Spain,jose-fernando-pacheco
4191,Willy  Singer,1949.0,,,Germany,willy-singer
4192,Patrick  Moerlen,1955.0,,,Switzerland,patrick-moerlen
4193,Federico  Profeti,1972.0,,,Italy,federico-profeti
4194,Vladimir  Voloshin,1961.0,,,Russia,vladimir-voloshin
4195,Dries De Bondt,1991.0,73.0,185.0,Belgium,dries-de-bondt
4196,Mathieu van der Poel,1995.0,75.0,184.0,Netherlands,mathieu-van-der-poel
4197,Adrian  Timmis,1964.0,,,Great Britain,adrian-timmis
4198,Jean-Jacques  Sanquer,1946.0,,,France,jean-jacques-sanquer
4199,Günter  Haritz,1948.0,,,Germany,gunther-haritz
4200,Iban  Mayo,1977.0,65.0,176.0,Spain,iban-mayo
4201,Christophe  Agnolutto,1969.0,69.0,180.0,France,christophe-agnolutto
4202,Tom Van Becelaere,1982.0,,,Belgium,tom-van-becelaere
4203,Logan  Owen,1995.0,67.0,178.0,United States,logan-owen
4204,Pierre-Raymond  Villemiane,1951.0,,,France,pierre-raymond-villemiane
4205,Oleg  Rodionov,1983.0,,,Russia,oleg-rodionov
4206,Stijn  Vanstraelen,1979.0,,,Belgium,stijn-vanstraelen
4207,Sjef de Wilde,1981.0,74.0,189.0,Belgium,sjef-de-wilde
4208,Giacomo  Nizzolo,1989.0,72.0,184.0,Italy,giacomo-nizzolo
4209,Morten  Hegreberg,1977.0,72.0,180.0,Norway,morten-hegreberg
4210,Matteo  Trentin,1989.0,74.0,179.0,Italy,matteo-trentin
4211,Guillaume  Levarlet,1985.0,67.0,183.0,France,guillaume-levarlet
4212,Marc  Demeyer,1950.0,85.0,182.0,Belgium,marc-demeyer
4213,Rik  Claeys,1967.0,,,Belgium,rik-claeys
4214,Chris  Boardman,1968.0,70.0,175.0,Great Britain,christopher-boardman
4215,Henk  Benjamins,1945.0,,,Netherlands,henk-benjamins
4216,Senne  Leysen,1996.0,78.0,190.0,Belgium,senne-leysen
4217,Julián  Sánchez,1980.0,60.0,174.0,Spain,julian-sanchez-pimienta
4218,Mario  Traversoni,1972.0,,,Italy,mario-traversoni
4219,Alain  Meunier,1952.0,,,France,alain-meunier
4220,Christophe  Riblon,1981.0,65.0,180.0,France,christophe-riblon
4221,Christopher  Jenner,1974.0,68.0,178.0,New Zealand,christopher-jenner
4222,Yoann  Bagot,1987.0,65.0,182.0,France,yoann-bagot
4223,Luis Javier  Lukin,1963.0,,,Spain,javier-lukin
4224,Antoine  Duchesne,1991.0,75.0,190.0,Canada,antoine-duchesne
4225,Roman  Maikin,1990.0,68.0,177.0,Russia,roman-maikin
4226,Mathieu  Burgaudeau,1998.0,61.0,168.0,France,mathieu-burgaudeau
4227,Médéric  Clain,1976.0,59.0,167.0,France,mederic-clain
4228,Sérgio Miguel  Paulinho,1980.0,64.0,172.0,Portugal,sergio-paulinho
4229,Xabier Mikel  Azparren,1999.0,,,Spain,xabier-mikel-azparren-irurzun
4230,Simone  Fraccaro,1952.0,,,Italy,simone-fraccaro
4231,Roland  Berland,1945.0,,,France,roland-berland
4232,Patrick  Vermeulen,1958.0,,,Belgium,patrick-vermeulen
